ORGNR;KOMNR;GARDSNR;BRUKSNR;FESTENR;ID;KOORDSYS;NORD;OST;ORGNR_1
"311295640";"5001";163;1;0;120217;25832;7023618;564249;"313319768"
"311264915";"1149";103;1;0;33456;25832;6578089;291784;"310606308"
"211897902";"3443";37;3;0;193937;25832;6731279;589263;"312253232"
"215121402";"5053";200;1;0;206934;25832;7095403;615941;"213806262"
"311248936";"4206";196;11;0;28464;25832;6443824;377714;"310633909"
"311883739";"3433";18;2;0;170095;25832;6860519;467577;"312968703"
"311472232";"5536";92;3;0;165085;25833;7728380;704790;"310455172"
"311295020";"5053";158;1;0;54055;25832;7083753;616971;"310299863"
"214482762";"4632";151;2;0;38002;25832;6742773;279304;"310858846"
"214473542";"4617";125;3;0;199175;25832;6646224;327005;"310741655"
"211305622";"3101";4;1;0;192595;25832;6556326;632860;"310115681"
"311272780";"4642";38;2;0;39766;25832;6773642;413882;"313367657"
"311594133";"1108";71;1;0;186321;25832;6530832;330189;"310215600"
"311335022";"5059";58;2;0;85172;25832;7008181;541243;"310284475"
"215144402";"1816";10;4;0;206982;25833;7284798;380444;"313567222"
"311873237";"3907";74;1;0;167663;25832;6557974;574161;"313461718"
"311315765";"3413";83;33;0;71662;25832;6732734;617539;"313043045"
"311533916";"3326";67;9;0;136423;25832;6746225;475782;"213196472"
"311342738";"3301";224;3;0;89138;25832;6619500;559634;"313655245"
"311461656";"4010";3;5;0;159067;25832;6575376;536763;"311736329"
"214880032";"4650";16;3;0;209111;25832;6849929;338758;"313715442"
"211494522";"3427";6;32;0;5985;25832;6888215;594250;"314153340"
"311331949";"1108";251;3;0;83281;25832;6530361;339045;"310648949"
"311497308";"1121";31;11;0;118156;25832;6519262;313600;"211025212"
"311195999";"3425";164;16;0;85737;25832;6895828;653682;"310777331"
"214932822";"5059";788;25;0;49111;25832;7041052;541350;"312477017"
"311213962";"4611";26;2;0;91353;25832;6617726;322584;"310130397"
"311907336";"4647";102;1;0;187225;25832;6803251;334133;"212887242"
"311462873";"5532";34;8;0;96463;25833;7685670;670784;"313565912"
"311388460";"4205";309;1;0;145129;25832;6445301;405515;"313328635"
"311467921";"5027";120;1;0;157888;25832;6976240;562945;"314081315"
"311280015";"3909";2016;2;0;119561;25832;6550920;559339;"213460242"
"311320661";"4227";176;7;0;123441;25832;6485222;381998;"313813266"
"311883151";"3439";143;1;0;168740;25832;6811027;565354;"313458792"
"311315501";"4639";4;43;0;71598;25832;6773547;369997;"312988801"
"214776782";"4651";65;2;0;42212;25832;6868124;386709;"310796824"
"311235982";"3328";28;1;0;18198;25832;6724742;480165;"310110655"
"311235036";"3205";427;19;0;98269;25832;6648995;623800;"310878367"
"311484648";"3417";42;37;0;161759;25832;6699488;676978;"310864897"
"311527592";"4651";125;1;0;127522;25832;6858897;375397;"310609528"
"211427612";"4645";109;1;0;187505;25832;6819246;298567;"310179299"
"311352032";"1133";58;1;0;135691;25832;6570833;339351;"310377031"
"215099482";"5060";1;4;0;54936;25832;7196901;609073;"313464776"
"311222767";"4631";355;16;0;97667;25832;6725534;278683;"314133323"
"311554913";"3411";489;2;0;145768;25832;6773228;589140;"312815419"
"311870599";"3416";61;16;0;161918;25832;6649564;678924;"313194809"
"311208411";"3120";191;1;0;90946;25832;6581874;635835;"313718913"
"311205919";"3328";104;2;0;90773;25832;6722139;474539;"313776077"
"311454218";"4651";114;7;0;95877;25832;6858782;384123;"314026500"
"214743442";"3330";67;1;0;198898;25832;6711024;455525;"313912930"
"311876163";"3442";247;1;0;168019;25832;6722805;597145;"314016882"
"311286838";"3448";49;31;0;118362;25832;6758648;557802;"310435953"
"212299502";"3118";180;2;0;195831;25832;6600439;628746;"312540150"
"311439758";"1824";101;1;0;155565;25833;7299847;420052;"312768585"
"211225912";"4623";40;6;0;190967;25832;6698705;323783;"211785322"
"311877534";"3436";268;2;0;169451;25832;6826478;542111;"313109704"
"212033332";"3403";165;1;0;195541;25832;6746109;622290;"312663791"
"311486926";"3412";263;1;0;163195;25832;6742698;632321;"310388483"
"311266810";"5524";95;39;0;113973;25833;7637118;690101;"312279347"
"311536494";"3407";38;32;0;171010;25832;6737512;584732;"312983087"
"311584189";"1121";38;5;0;185914;25832;6514393;315352;"310816353"
"311442414";"3417";114;6;0;156832;25832;6699642;689639;"310700959"
"311220624";"3443";102;15;0;96097;25832;6724818;583697;"210988882"
"311245406";"4631";443;5;0;101924;25832;6729909;279397;"310226564"
"311551795";"5053";207;1;0;178744;25832;7092820;614223;"313414698"
"311453327";"4227";189;4;0;88901;25832;6500455;379413;"313569578"
"311275437";"4650";29;2;0;112362;25832;6858527;344702;"312964678"
"311896229";"5006";67;2;0;177635;25832;7089462;623511;"310431613"
"212064432";"1119";26;3;0;194269;25832;6507642;306753;"310490911"
"311859838";"3328";30;1;0;157673;25832;6725017;480003;"313589544"
"215079562";"5006";328;1;0;52006;25832;7110826;630948;"310736961"
"311285440";"5007";270;4;0;54388;25832;7177712;616060;"312908263"
"212303372";"4205";151;6;0;28180;25832;6436411;413634;"313667685"
"311454668";"1108";22;3;0;156042;25832;6524977;321700;"310814881"
"311278207";"5054";147;3;0;48937;25832;7063561;545172;"310290718"
"214898292";"5526";1;9;0;206345;25833;7680286;621497;"310493880"
"311379097";"3421";15;19;0;148855;25832;6794593;694608;"310469947"
"311211110";"3122";24;6;0;1891;25832;6599383;651537;"310349054"
"311280503";"1577";14;1;0;46713;25832;6896895;346598;"312405288"
"311336460";"1108";55;5;0;134838;25832;6527017;305877;"314159772"
"311482440";"3401";75;35;0;164408;25832;6693784;667998;"311138278"
"311348124";"5512";186;7;0;136902;25833;7593556;546599;"310371378"
"311906275";"1122";29;2;0;185763;25832;6515432;323001;"310238309"
"311572989";"1119";31;12;0;152886;25832;6509264;309907;"313496430"
"211656042";"4003";115;11;0;19866;25832;6564706;536252;"314246845"
"311300164";"1845";30;2;0;59622;25833;7480788;523729;"314071190"
"215592162";"5060";129;6;0;230921;25832;7207876;642917;"314131258"
"211555092";"3452";52;2;0;14813;25832;6775175;496145;"311143638"
"212321532";"3332";73;2;0;193128;25832;6652465;531197;"213566652"
"211533382";"4644";118;2;0;187813;25832;6801655;405666;"313972909"
"214861712";"1514";1;2;0;42956;25832;6910143;321258;"313951618"
"311884034";"3432";124;5;0;170111;25832;6884835;498142;"313148440"
"311896520";"5053";197;2;0;178805;25832;7094775;614338;"310547751"
"311453424";"3314";202;12;0;88965;25832;6634311;552164;"312416662"
"311529757";"4223";55;1;0;134625;25832;6463180;431161;"312875020"
"311560689";"5037";7;1;0;146214;25832;7071911;611658;"310758701"
"311528211";"1579";96;4;0;127606;25832;6976613;402846;"310119245"
"215244482";"1833";61;1;0;57920;25833;7357273;488155;"310558230"
"215226042";"3422";47;1;0;204435;25832;6777549;628384;"310590223"
"311859560";"4618";42;50;0;157637;25832;6648480;365580;"313025837"
"311863487";"3411";537;1;0;163648;25832;6733496;608358;"310459283"
"311879952";"3442";1;17;0;168334;25832;6711269;613465;"313792927"
"311287001";"3324";23;34;0;118384;25832;6728833;493835;"210260102"
"311516787";"1119";95;1;0;122802;25832;6490508;314179;"313484645"
"311890867";"3405";147;1;0;171247;25832;6785001;571201;"313122395"
"311290703";"5021";185;2;0;49491;25832;6942820;524894;"313582426"
"212387622";"4225";178;1;0;30219;25832;6444744;388587;"310206717"
"215096912";"4601";62;3;0;204088;25832;6691936;305370;"310290254"
"214505002";"4611";36;10;0;34131;25832;6618398;329337;"313754162"
"311581198";"1535";58;4;0;153367;25832;6944666;395364;"313518620"
"311260936";"4618";4;6;0;35597;25832;6622153;372353;"310904384"
"214949792";"3203";63;5;0;204993;25832;6631953;583281;"311059785"
"311226045";"3234";47;1;0;11482;25832;6687153;590737;"310410713"
"311271598";"1520";29;5;0;43841;25832;6900267;356929;"210005552"
"311345885";"3418";32;5;0;134113;25832;6729892;675493;"311179462"
"215377512";"1520";11;2;0;74986;25832;6900612;348656;"310129631"
"311859846";"3328";100;1;0;157674;25832;6721813;474081;"314053826"
"311325124";"3118";709;2;0;132510;25832;6614270;634034;"310786500"
"212107492";"1114";2;10;0;194356;25832;6493135;327894;"310188573"
"311278266";"5059";556;1;0;48954;25832;6992852;530680;"312238306"
"311568574";"3232";26;8;0;146873;25832;6654168;609096;"311696777"
"311899082";"4036";158;7;0;176593;25832;6626714;455548;"313411532"
"211376562";"3122";83;1;0;540;25832;6587716;650157;"312693836"
"211359382";"3107";622;6;0;468;25832;6569099;616559;"311151193"
"311385925";"3118";407;2;0;145052;25832;6610225;614577;"313599884"
"311866257";"3414";48;1;0;162670;25832;6701685;644768;"310615064"
"311492640";"4642";62;7;0;112157;25832;6771886;437984;"313235254"
"311394053";"4012";59;81;0;144100;25832;6542180;520486;"312779811"
"211475242";"3417";59;4;0;8517;25832;6709360;665098;"310614475"
"311506684";"5029";146;1;0;117349;25832;7021921;552453;"313211924"
"311516876";"1119";7;2;0;122868;25832;6509358;301019;"313484645"
"311297570";"1833";117;5;0;56061;25833;7362680;458135;"310757454"
"311201395";"1160";116;1;0;90508;25832;6603969;311911;"310268534"
"214497522";"4219";60;4;0;199496;25832;6497227;434968;"313504689"
"311481711";"4618";38;16;0;110156;25832;6647740;365393;"310523763"
"311212966";"3314";163;5;0;90004;25832;6621448;546617;"313129640"
"311502743";"3905";342;1;0;166685;25832;6582783;572913;"310561789"
"311354272";"1866";76;9;0;135833;25833;7607935;496300;"312530511"
"311468324";"4003";283;21;0;94386;25832;6563945;528516;"310230480"
"215270262";"1870";21;20;0;62662;25833;7627825;511694;"310674923"
"215267792";"5544";22;15;0;64046;25833;7748352;739621;"312198843"
"311498657";"3903";69;3;0;167836;25832;6596564;572684;"312853442"
"311240080";"3907";525;1;0;24239;25832;6569022;566214;"313357066"
"311568809";"3432";8;1;0;146907;25832;6901273;465056;"312220288"
"311551957";"1828";47;1;0;180048;25833;7351239;418972;"310298883"
"311311654";"3303";94;7;0;124105;25832;6605544;537297;"214102382"
"311373048";"1103";135;5;0;148528;25832;6559210;324796;"313821722"
"211379502";"3122";101;8;0;588;25832;6593052;653016;"310613746"
"311393022";"4642";78;2;0;148065;25832;6771419;443495;"313395383"
"214835622";"4644";20;8;0;39847;25832;6819259;425997;"313951553"
"311419919";"3303";15;1;0;150380;25832;6594648;555044;"311068377"
"311571958";"5037";351;1;0;179703;25832;7071227;599976;"312586479"
"211421312";"3418";208;1;0;9255;25832;6717816;667733;"310852821"
"311447831";"1121";9;6;0;155765;25832;6512055;307322;"311813315"
"311353446";"3205";18;2;0;134539;25832;6653137;614530;"210640002"
"311890166";"1557";50;3;0;172455;25832;6984315;439277;"312505886"
"311472631";"5536";79;2;0;165161;25833;7721476;703516;"311023586"
"311590332";"4621";611;1;0;158051;25832;6713731;373823;"310516732"
"211395192";"4646";44;4;0;187436;25832;6807426;305744;"312190346"
"311574760";"1119";41;2;0;152928;25832;6502559;303128;"211187212"
"311343394";"5001";326;2;0;135245;25832;7025127;571714;"314182510"
"314433947";"5628";15;14;0;185138;25835;7803789;544366;"312678578"
"311425439";"3310";223;4;0;152047;25832;6654278;574105;"313257304"
"311876716";"3436";276;1;0;169394;25832;6828715;541790;"312180294"
"211526602";"4621";80;1;0;191930;25832;6732072;362858;"310955574"
"311906992";"1122";9;3;0;185850;25832;6518821;320490;"313071057"
"311456423";"3452";66;1;0;96168;25832;6767439;500699;"313295613"
"311856553";"1579";29;3;0;158706;25832;6966873;400709;"310103365"
"215351122";"5510";13;6;0;66340;25833;7617567;537137;"313103439"
"311248022";"3401";14;5;0;100808;25832;6669431;673066;"312251051"
"311499734";"1103";141;15;0;119822;25832;6556107;319780;"310786888"
"311869752";"3422";31;6;0;160370;25832;6784593;626755;"313552500"
"311530704";"4010";35;2;0;176127;25832;6565742;548699;"313987523"
"311519069";"3205";318;11;0;121824;25832;6654475;629720;"313696189"
"311269518";"4651";82;6;0;42256;25832;6861735;383806;"312665298"
"311334867";"4028";77;3;0;88048;25832;6593246;467648;"312477440"
"311311948";"5029";76;8;0;126845;25832;7013051;550337;"312151634"
"311286382";"5037";64;5;0;53166;25832;7062137;608423;"313985652"
"215699412";"1815";95;2;0;241341;25833;7293889;367224;"210838562"
"311468405";"3107";637;1;0;95781;25832;6569513;618918;"313713768"
"311216406";"3441";24;1;0;91569;25832;6780981;561298;"213142232"
"311558072";"1114";29;5;0;147373;25832;6499929;331499;"314165268"
"311482130";"3413";232;1;0;162983;25832;6737732;623408;"313134741"
"311412191";"1822";44;3;0;151619;25833;7329237;402117;"313759873"
"212145572";"1101";24;4;0;194441;25832;6474944;328676;"311125737"
"311525506";"5037";227;1;0;131253;25832;7054229;597197;"311178806"
"311594699";"5059";101;2;0;94710;25832;7004722;537147;"311775995"
"311880322";"3441";187;3;0;168388;25832;6796798;562700;"312868687"
"311889079";"4003";267;2;0;176508;25832;6564927;522937;"312464357"
"311860720";"3338";194;3;0;159128;25832;6676374;500379;"213719122"
"311878212";"3442";108;27;0;168194;25832;6733145;599667;"313658309"
"311870173";"3401";65;25;0;164568;25832;6662693;686042;"313476731"
"311900072";"5045";30;5;0;178149;25832;7153215;658422;"310858900"
"311885804";"1577";237;1;0;174575;25832;6886801;371184;"312559242"
"214405792";"3218";20;2;0;196058;25832;6615836;596718;"313404536"
"214943212";"4034";144;1;0;207871;25832;6583017;451400;"313155161"
"311357611";"3429";55;54;0;140302;25832;6890497;559144;"313984435"
"311313940";"1119";1;2;0;122923;25832;6511308;303527;"313779203"
"311568965";"5038";146;1;0;179552;25832;7076131;636327;"312697122"
"215059642";"5047";52;5;0;54639;25832;7158611;642887;"313463427"
"311586505";"1119";114;1;0;185989;25832;6496402;312010;"312261278"
"311306391";"5043";72;1;0;119364;25832;7197594;718660;"312235587"
"311518100";"3909";2073;11;0;167380;25832;6558874;559038;"310607770"
"211225882";"4623";40;1;0;190965;25832;6698795;323632;"314200233"
"311909452";"5055";46;1;0;184667;25832;7030191;499448;"312533405"
"311444948";"4647";542;2;0;90682;25832;6827159;329664;"312874172"
"311490982";"4639";16;1;0;113285;25832;6770030;370486;"212996742"
"212375802";"5035";66;2;0;195965;25832;7043229;589535;"312195194"
"311914537";"5020";20;14;0;183158;25832;7130993;573178;"310698385"
"311515330";"3434";80;1;0;169794;25832;6858784;480883;"312536811"
"311324047";"3232";35;3;0;132400;25832;6652183;609480;"313108929"
"311375288";"1525";78;8;0;148624;25832;6880845;384299;"213100572"
"311338765";"4024";46;4;0;137784;25832;6607297;483485;"310336661"
"311873628";"3903";122;1;0;167808;25832;6597986;566966;"313461718"
"211372192";"3118";170;4;0;192791;25832;6602433;630053;"314194969"
"311223313";"1112";58;9;0;94935;25832;6492288;342529;"312858665"
"215522032";"5036";49;1;0;72954;25832;7054579;589263;"312845741"
"311376373";"3431";45;17;0;147339;25832;6874430;515825;"313962350"
"311236342";"3314";183;1;0;19568;25832;6636005;547997;"311735632"
"311266349";"3305";42;3;0;113921;25832;6668147;567879;"311067656"
"311903055";"5037";293;1;0;179764;25832;7068332;625657;"313305244"
"311445707";"1108";109;1;0;92091;25832;6535897;317588;"313831337"
"311859234";"3431";24;3;0;156332;25832;6877024;510130;"312757974"
"314436067";"3105";3032;1;0;192148;25832;6579175;628338;"210486852"
"215322432";"5524";45;3;0;68201;25833;7660895;655509;"313289818"
"311910043";"5001";279;1;0;184812;25832;7031680;557327;"311088629"
"311267760";"3107";97;1;0;115637;25832;6572446;603190;"312647605"
"214456672";"1160";274;2;0;36353;25832;6613194;322693;"314228162"
"211214732";"4640";7;1;0;188121;25832;6793345;401066;"312675099"
"212079782";"1834";48;1;0;195685;25833;7375780;409177;"312845148"
"214490382";"4634";12;3;0;199275;25832;6755658;299809;"312945908"
"311570951";"4615";51;1;0;152715;25832;6641968;295036;"312404737"
"311489763";"3411";784;1;0;163428;25832;6749922;613384;"313953653"
"215084752";"4640";160;1;0;206856;25832;6811902;381691;"310427853"
"311205064";"3118";464;1;0;1225;25832;6617368;616591;"311701770"
"311556118";"1859";26;7;0;145869;25833;7553897;422555;"210219242"
"311897845";"5053";29;2;0;179022;25832;7081510;605329;"310305782"
"311533487";"1539";163;2;0;173466;25832;6945407;424140;"310734225"
"311512641";"1108";59;37;0;120723;25832;6527049;309804;"313276597"
"311246828";"4205";127;7;0;28131;25832;6437949;412607;"312272679"
"215109372";"3220";115;14;0;205538;25832;6627533;620560;"310249432"
"311302272";"4020";49;8;0;119205;25832;6585326;504736;"212702552"
"311479431";"4613";20;72;0;109855;25832;6623760;296104;"313070425"
"311867601";"3401";127;1;0;164261;25832;6685204;669731;"312583550"
"212321842";"3332";24;3;0;193136;25832;6652867;541464;"313617912"
"311501763";"3203";71;8;0;121281;25832;6629644;582473;"310221872"
"214830442";"5025";80;1;0;206153;25832;6952434;643841;"313879100"
"215069362";"3118";46;5;0;205463;25832;6606251;625052;"313650863"
"311498614";"5540";38;1;0;118210;25833;7728365;710003;"312853442"
"311536281";"4626";26;5;0;133933;25832;6705737;279973;"311065319"
"311599607";"3240";51;4;0;145265;25832;6693318;622806;"310149276"
"211623942";"3439";15;1;0;13927;25832;6830777;554498;"310733466"
"311221140";"4003";217;589;0;99023;25832;6560841;533827;"312821028"
"311898493";"5007";135;3;0;179178;25832;7118563;609962;"310068624"
"212024252";"1133";28;3;0;194176;25832;6580586;354950;"212590452"
"214863642";"4644";206;3;0;40169;25832;6834599;407148;"310467626"
"311455575";"5028";222;1;0;157395;25832;6998058;562431;"314148150"
"311866745";"3411";82;3;0;164080;25832;6758911;608041;"210513922"
"311902547";"5038";24;2;0;179659;25832;7076556;623600;"212783242"
"311284436";"3428";25;19;0;116934;25832;6889137;582065;"313725987"
"311873822";"3438";120;1;0;169120;25832;6822359;551137;"313461718"
"311242393";"3909";85;2;0;24729;25832;6579887;553541;"313482081"
"211893222";"3320";23;2;0;17595;25832;6700209;523953;"210590552"
"215019152";"1579";155;18;0;206619;25832;6973477;416523;"311164945"
"311591738";"5058";21;5;0;183452;25832;7100377;574447;"312750953"
"311914499";"1826";31;2;0;180270;25833;7265382;463752;"313464997"
"311299298";"3423";7;1;0;117605;25832;6804786;618461;"310770892"
"215544052";"4634";47;2;0;73076;25832;6757492;311515;"314233867"
"215351882";"5053";60;21;0;215058;25832;7087371;604277;"313619109"
"211293632";"3216";114;3;0;189764;25832;6599774;600586;"313952754"
"311277553";"1573";3;11;0;47356;25832;7030667;457404;"313937984"
"214504022";"1511";138;4;0;38226;25832;6900350;318482;"314021932"
"311248804";"1108";61;3;0;32801;25832;6526265;309609;"312418673"
"311496514";"3909";2084;3;0;119500;25832;6566727;554140;"314134230"
"311903926";"1134";170;1;0;185424;25832;6578040;346234;"310493732"
"311548018";"4634";14;3;0;142275;25832;6750212;296770;"310645117"
"215339882";"5503";67;1;0;71333;25833;7633989;561125;"311028871"
"311310291";"4625";69;1;0;75330;25832;6655747;286904;"313417506"
"311877526";"3436";267;1;0;169449;25832;6826797;542001;"210681442"
"215002462";"3905";57;5;0;208057;25832;6575684;579354;"312499169"
"311486500";"3107";67;1;0;115498;25832;6563555;604881;"313477576"
"212319252";"4225";451;7;0;29662;25832;6475209;404356;"314157125"
"215273962";"4635";133;3;0;207325;25832;6771090;304474;"310150398"
"214407272";"3415";53;1;0;196083;25832;6678734;653871;"210842632"
"212116262";"4201";8;1;0;24803;25832;6505528;504889;"312573075"
"215667642";"5029";12;2;0;79518;25832;7020887;560498;"312490005"
"311250221";"1511";42;5;0;99587;25832;6887279;319621;"314138473"
"215189562";"5035";42;1;0;52713;25832;7044096;592578;"312872331"
"311493337";"1563";47;8;0;114959;25832;6948183;479337;"310109843"
"215121682";"5006";219;2;0;206940;25832;7108599;623260;"311725467"
"311478028";"5028";29;3;0;101230;25832;7017640;561404;"310238643"
"311522574";"3439";148;1;0;168749;25832;6809506;565415;"310397172"
"311518402";"3446";238;2;0;121563;25832;6688879;586475;"312541793"
"311545728";"5035";265;1;0;143350;25832;7045542;605474;"311078941"
"314431456";"5057";71;6;0;183551;25832;7085419;541697;"211734582"
"215586022";"3205";412;72;0;230999;25832;6645939;619013;"310459046"
"212033162";"3101";6;1;0;195539;25832;6555590;631226;"311177362"
"215014932";"1828";8;14;0;205232;25833;7350625;409341;"310071153"
"311526316";"1566";89;3;0;171674;25832;6986739;468330;"313146146"
"215549402";"4641";36;42;0;227899;25832;6748093;397454;"312822857"
"215585492";"4223";17;5;0;231060;25832;6465832;441938;"310575372"
"311883437";"3433";24;4;0;170044;25832;6859629;463422;"312831570"
"311270982";"3905";82;158;0;113235;25832;6572678;580912;"312526840"
"215659712";"3909";75;36;0;236596;25832;6574986;550177;"310524522"
"311538853";"3407";14;8;0;171160;25832;6742668;587622;"313534707"
"311465856";"4036";84;8;0;96775;25832;6620796;428052;"311764187"
"311520148";"3909";1084;4;0;167461;25832;6547705;567863;"313306607"
"211941952";"3314";83;1;0;19311;25832;6628550;547682;"314268113"
"311247204";"1149";105;1;0;32630;25832;6581262;292344;"313482669"
"311234951";"3303";142;6;0;16777;25832;6619863;524899;"310962090"
"311421514";"1146";21;2;0;150425;25832;6584392;299879;"310720410"
"214795132";"1160";143;3;0;207481;25832;6597781;318699;"313052257"
"215250172";"4003";263;4;0;208740;25832;6563049;523320;"310699411"
"311324810";"3118";515;1;0;79685;25832;6603289;618242;"313816613"
"311208209";"3911";128;8;0;89677;25832;6567643;580193;"210470972"
"214447762";"3405";16;1;0;197657;25832;6770960;574733;"310120510"
"311841009";"3451";114;1;0;156885;25832;6747648;511736;"310136611"
"212367052";"1108";49;2;0;32931;25832;6524217;311197;"310295728"
"215310752";"4612";33;23;0;211999;25832;6615073;297362;"312600463"
"311879669";"3903";332;1;0;167067;25832;6608197;565221;"312439387"
"311383752";"3420";92;37;0;144947;25832;6752943;644650;"313090361"
"211679492";"3332";13;1;0;18469;25832;6647908;545651;"314393708"
"311315862";"1820";1;4;0;73012;25833;7311598;388772;"314258789"
"212108782";"1114";13;1;0;194368;25832;6506212;346812;"313701182"
"311888382";"4005";39;1;0;176356;25832;6602802;513555;"313958825"
"212138142";"3909";4112;9;0;23799;25832;6538524;552998;"314239652"
"311294547";"5037";193;3;0;118709;25832;7055852;610894;"311116355"
"214855372";"1825";74;3;0;206194;25833;7266655;439427;"212438472"
"311304550";"3420";124;1;0;117903;25832;6766497;647219;"310417068"
"311242296";"3909";100;1;0;24708;25832;6591330;558553;"310831042"
"311362410";"3101";94;4;0;143649;25832;6562377;648258;"310299855"
"211941642";"3314";80;1;0;19305;25832;6627171;547123;"314306864"
"311297155";"5036";68;1;0;52831;25832;7050482;587581;"310637327"
"311238353";"5058";41;1;0;95789;25832;7088654;569192;"310017094"
"311488325";"4630";54;5;0;115783;25832;6707135;308290;"312551136"
"311450956";"3328";72;4;0;91319;25832;6730455;470480;"313791645"
"211902612";"3909";2074;1;0;194003;25832;6557862;558759;"212783242"
"215357732";"3451";1;1;0;210999;25832;6768572;509781;"312792796"
"212025682";"3907";438;4;0;24079;25832;6562147;574838;"313061981"
"215241572";"3448";67;30;0;207269;25832;6764932;548934;"313397084"
"311867938";"3403";143;1;0;160161;25832;6752370;619576;"312908808"
